Time_s,Gyro_X,Gyro_Y,Gyro_Z
86.743,0.657,-1.019,-0.379
86.763,0.133,-1.107,0.348
86.783,0.49,-1.361,0.175
86.803,0.748,-1.193,0.088
86.823,0.59,-1.25,0.199
86.843,0.929,-1.209,0.274
86.863,0.745,-0.567,0.098
86.883,0.411,-1.136,0.198
86.903,0.555,-1.256,-0.15
86.923,0.533,-0.663,0.219
86.943,0.23,-0.902,0.157
86.963,0.368,-0.932,0.327
86.983,0.424,-1.241,0.071
87.003,0.105,-0.847,0.088
87.023,0.524,-0.909,-0.156
87.043,0.467,-1.03,0.027
87.063,0.176,-1.394,0.141
87.083,0.577,-1.052,0.162
87.103,0.657,-0.704,0.358
87.123,0.56,-1.005,0.112
87.143,0.451,-1.107,0.013
87.163,0.629,-1.076,0.144
87.183,0.645,-1.064,-0.065
87.203,0.568,-1.203,0.32
87.223,0.355,-1.056,-0.084
87.243,0.601,-0.763,-0.02
87.263,0.776,-0.783,-0.165
87.283,0.429,-1.185,0.072
87.303,0.984,-0.772,0.191
87.323,0.451,-0.882,0.407
87.343,0.557,-0.912,0.074
87.363,0.404,-0.961,0.037
87.383,0.577,-1.224,-0.455
87.403,0.175,-1.105,0.125
87.423,0.413,-0.853,0.073
87.443,0.291,-1.26,0.078
87.463,0.542,-1.237,0.377
87.483,0.722,-0.973,0.178
87.503,0.648,-1.188,-0.009
87.523,0.034,-0.867,-0.112
87.543,0.919,-1.188,-0.169
87.563,0.572,-0.993,-0.042
87.583,0.351,-0.97,0.112
87.603,0.533,-1.13,-0.376
87.623,0.532,-1.098,0.025
87.643,0.372,-1.19,0.208
87.663,0.547,-1.054,-0.153
87.683,0.367,-1.252,0.019
87.703,0.432,-1.114,-0.135
87.723,0.371,-0.906,-0.476
87.743,0.229,-1.26,-0.102
87.763,0.546,-1.122,-0.153
87.783,0.629,-0.924,0.205
87.803,0.624,-1.441,0.168
87.823,0.703,-0.639,-0.132
87.843,0.593,-0.817,0.335
87.863,0.414,-1.326,0.221
87.883,0.704,-1.428,-0.001
87.903,0.285,-0.997,0.113
87.923,0.38,-1.237,-0.148
87.943,0.381,-0.817,-0.455
87.963,0.785,-0.913,0.053
87.983,0.741,-0.963,-0.236
88.003,0.649,-1.104,-0.01
88.023,0.78,-0.653,0.122
88.043,0.383,-0.825,-0.327
88.063,0.644,-0.862,0.1
88.083,0.562,-0.737,0.221
88.103,0.758,-1.185,-0.38
88.123,0.595,-0.744,0.165
88.143,0.539,-1.058,0.405
88.163,0.711,-0.939,-0.03
88.183,0.775,-1.024,0.166
88.203,0.47,-1.376,-0.189
88.223,0.585,-0.798,0.171
88.243,0.378,-1.352,0.1
88.263,0.095,-1.196,0.043
88.283,0.644,-1.104,0.033
88.303,0.728,-1.395,0.077
88.323,0.658,-1.23,-0.019
88.343,0.21,-0.967,-0.193
88.363,0.523,-1.09,-0.044
88.383,0.147,-1.064,-0.036
88.403,0.852,-1.198,-0.256
88.423,0.355,-1.006,-0.03
88.443,0.826,-1.079,-0.017
88.463,0.753,-1.358,-0.11
88.483,0.363,-1.062,0.073
88.503,0.312,-1.274,0.101
88.523,0.596,-0.829,-0.158
88.543,0.352,-1.084,0.008
88.563,0.55,-0.498,0.15
88.583,0.441,-0.808,-0.229
88.603,0.181,-1.045,-0.364
88.623,0.097,-0.905,-0.213
88.643,0.608,-1.44,0.074
88.663,0.448,-0.836,-0.12
88.683,0.44,-1.192,-0.288
88.703,0.696,-1.017,0.215
88.723,0.787,-1.183,-0.256
88.743,0.487,-1.16,-0.062
88.763,0.471,-1.066,0.117
88.783,0.643,-1.013,0.094
88.803,0.275,-1.032,0.041
88.823,0.577,-1.014,-0.191
88.843,0.647,-1.333,0.04
88.863,0.658,-0.548,-0.069
88.883,0.122,-0.971,-0.0
88.903,0.371,-0.949,0.193
88.923,0.33,-1.092,-0.312
88.943,0.502,-1.202,0.001
88.963,0.582,-1.006,-0.052
88.983,0.779,-0.983,0.102
89.003,0.377,-0.774,0.282
89.023,0.391,-0.617,0.286
89.043,0.732,-0.751,0.098
89.063,0.57,-1.414,-0.191
89.083,0.765,-1.139,-0.166
89.103,0.574,-0.988,0.068
89.123,0.28,-1.139,-0.341
89.143,0.239,-1.062,-0.121
89.163,0.195,-1.495,-0.237
89.183,0.644,-0.89,-0.327
89.203,0.765,-1.457,-0.039
89.223,0.908,-1.386,0.086
89.243,0.713,-1.273,0.06
89.263,0.776,-1.09,-0.025
89.283,0.425,-1.403,-0.119
89.303,0.312,-1.266,-0.149
89.323,0.715,-0.831,0.114
89.343,0.617,-1.097,-0.159
89.363,0.552,-0.993,-0.164
89.383,0.608,-1.333,0.035
89.403,0.602,-1.098,-0.277
89.423,0.793,-1.106,-0.06
89.443,0.815,-1.22,-0.199
89.463,0.658,-1.056,-0.21
89.483,0.721,-1.445,-0.116
89.503,0.653,-0.978,0.078
89.523,0.463,-1.144,-0.04
89.543,0.706,-1.116,-0.026
89.563,0.273,-0.891,0.066
89.583,0.768,-0.963,0.026
89.603,0.31,-1.114,-0.139
89.623,0.593,-1.282,0.006
89.643,0.377,-0.793,-0.141
89.663,0.656,-1.354,-0.018
89.683,0.554,-0.95,0.113
89.703,0.242,-1.4,0.019
89.723,0.631,-0.888,-0.325
89.743,0.435,-0.869,-0.179
89.763,0.709,-1.455,0.057
89.783,0.517,-0.976,-0.512
89.803,0.596,-0.985,-0.011
89.823,0.327,-0.924,-0.023
89.843,0.402,-0.995,0.49
89.863,0.421,-1.26,0.02
89.883,0.676,-1.105,-0.086
89.903,0.867,-0.733,0.172
89.923,0.359,-1.295,-0.119
89.943,0.728,-0.986,-0.051
89.963,0.093,-0.827,-0.033
89.983,0.28,-1.257,0.073
90.003,1.356,0.092,-0.577
90.023,5.178,4.58,5.765
90.043,-2.62,5.773,-0.647
90.063,1.625,2.723,0.661
90.083,2.183,4.912,1.979
90.103,1.783,2.135,1.116
90.123,3.367,1.018,3.289
90.143,5.369,-0.227,3.992
90.163,3.225,2.336,2.423
90.183,6.691,1.966,1.197
90.203,-1.029,0.25,-0.182
90.223,0.964,-0.443,6.108
90.243,10.938,-1.933,6.746
90.263,4.972,3.004,5.453
90.283,7.102,-2.416,6.489
90.303,6.01,-1.483,6.695
90.323,3.962,-7.719,5.417
90.343,5.038,-0.538,2.248
90.363,8.419,-4.862,6.436
90.383,4.538,-1.861,6.783
90.403,7.549,-2.813,4.835
90.423,7.224,-4.569,4.653
90.443,7.376,-5.274,5.038
90.463,6.075,-2.308,3.857
90.483,5.678,-8.7,4.928
90.503,0.245,-1.553,2.408
90.523,4.994,-5.834,5.13
90.543,-0.24,-2.921,1.917
90.563,6.023,-5.58,0.544
90.583,4.758,-4.215,6.328
90.603,2.751,-7.528,0.224
90.623,3.701,-6.871,4.755
90.643,-3.772,-4.667,1.961
90.663,-1.823,2.657,-2.594
90.683,-1.096,-5.856,0.071
90.703,1.476,-3.828,0.545
90.723,-4.984,0.657,-0.239
90.743,-3.666,-1.453,-3.421
90.763,-6.851,-3.88,-1.563
90.783,-8.179,-0.938,0.078
90.803,-3.932,-2.094,1.862
90.823,-3.498,1.128,-0.829
90.843,-1.266,-0.584,2.199
90.863,-3.263,5.094,-0.708
90.883,-4.622,3.573,-0.543
90.903,-5.533,4.647,-4.485
90.923,-6.045,1.127,-3.223
90.943,-4.049,-0.75,-5.114
90.963,-5.135,-2.295,-2.654
90.983,-5.514,0.756,-7.888
91.003,-3.372,5.468,-5.923
91.023,-1.415,3.634,-4.081
91.043,-2.208,2.814,-4.272
91.063,-4.858,3.84,-4.4
91.083,0.585,2.423,-11.122
91.103,-4.718,7.659,-6.025
91.123,-4.219,4.248,-4.3
91.143,0.11,2.228,-5.485
91.163,0.685,0.12,-2.847
91.183,-4.213,6.185,-7.435
91.203,-1.523,5.129,-3.589
91.223,-0.597,-1.632,-5.353
91.243,-1.225,3.293,-11.963
91.263,0.391,4.809,-0.034
91.283,2.239,-0.256,-2.448
91.303,-3.846,-1.752,-7.689
91.323,2.512,1.744,-0.287
91.343,1.4,-3.539,-6.026
91.363,-0.34,-8.39,-1.666
91.383,0.842,-5.501,0.015
91.403,1.732,-4.242,-3.551
91.423,4.122,-1.853,-3.357
91.443,4.006,-5.593,-0.054
91.463,2.992,-8.286,0.772
91.483,2.315,-2.004,5.651
91.503,3.095,-5.81,-0.67
91.523,6.649,-6.693,2.706
91.543,3.813,-7.906,1.822
91.563,3.563,-4.397,-7.17
91.583,6.233,-9.013,0.017
91.603,2.518,-7.24,-2.845
91.623,5.313,-9.113,-1.92
91.643,5.235,-7.079,-1.053
91.663,4.731,-6.225,2.479
91.683,1.773,-3.402,0.019
91.703,0.909,-9.284,4.227
91.723,4.209,-6.32,3.626
91.743,2.087,-5.885,4.364
91.763,-2.321,-0.07,4.081
91.783,5.256,-3.482,1.443
91.803,4.889,0.697,2.708
91.823,0.587,-0.519,8.404
91.843,2.653,-1.094,6.378
91.863,-1.34,-4.822,6.46
91.883,-2.875,-2.201,7.084
91.903,3.125,3.243,5.584
91.923,0.362,1.878,7.133
91.943,1.477,1.181,0.553
91.963,0.734,-0.753,4.369
91.983,-3.831,-2.18,7.819
92.003,-9.941,6.254,5.555
92.023,0.832,1.243,5.622
92.043,-8.168,2.083,2.576
92.063,-4.398,0.903,2.222
92.083,-7.529,0.966,3.454
92.103,-6.238,3.702,5.166
92.123,-0.814,-0.924,4.7
92.143,-1.96,4.644,2.292
92.163,-6.642,3.441,2.417
92.183,-0.335,0.472,3.766
92.203,-4.457,0.662,1.923
92.223,-4.079,4.467,4.252
92.243,-2.817,1.683,8.176
92.263,-7.536,1.241,2.454
92.283,-3.249,-1.695,0.562
92.303,1.554,-2.769,0.632
92.323,-5.383,-0.686,-0.453
92.343,-3.428,-1.762,-2.426
92.363,1.161,-1.561,4.32
92.383,-0.203,0.601,-0.259
92.403,-2.87,-2.905,0.763
92.423,-4.192,-6.624,-4.67
92.443,-1.57,-4.376,1.046
92.463,-1.766,-5.508,-0.259
92.483,-2.013,-5.373,-1.781
92.503,-2.429,-6.705,0.269
92.523,-0.589,-1.943,-0.707
92.543,1.738,-8.245,-4.881
92.563,-3.19,-5.491,-8.398
92.583,0.373,-7.626,-3.781
92.603,1.49,-8.683,-2.987
92.623,3.837,-2.4,-4.426
92.643,5.285,-4.603,-6.41
92.663,4.924,-7.497,-4.519
92.683,3.984,-9.287,-4.974
92.703,3.904,-4.356,-4.919
92.723,2.567,-4.667,0.422
92.743,3.981,-7.056,-3.412
92.763,4.461,-8.767,-1.786
92.783,4.448,-1.385,-3.277
92.803,7.877,-5.917,0.04
92.823,4.049,-1.978,-4.847
92.843,6.532,-0.686,-2.822
92.863,0.338,-0.553,-7.637
92.883,12.396,-2.108,-3.371
92.903,6.042,2.116,-5.691
92.923,5.051,-0.904,-4.055
92.943,2.314,-1.841,-0.591
92.963,4.155,-0.806,-1.508
92.983,4.64,-0.806,-0.517
93.003,-2.147,4.081,-7.611
93.023,4.1,4.006,1.025
93.043,0.918,1.73,-5.285
93.063,-3.392,8.013,0.135
93.083,-2.463,-0.997,-5.414
93.103,-0.746,0.053,-4.539
93.123,1.451,3.05,-1.12
93.143,5.407,2.098,-3.074
93.163,0.571,2.778,0.8
93.183,4.675,5.161,1.579
93.203,1.268,8.755,-0.71
93.223,-1.248,2.037,-1.813
93.243,-0.558,1.733,0.391
93.263,-7.355,2.095,4.384
93.283,-3.915,6.152,3.668
93.303,-6.891,1.667,4.15
93.323,-2.915,2.334,5.317
93.343,-0.121,0.596,1.922
93.363,-4.489,1.618,-0.309
93.383,-2.67,0.621,0.449
93.403,-5.759,3.181,0.873
93.423,0.965,1.927,4.6
93.443,-2.917,-2.371,4.14
93.463,-3.974,-4.057,7.857
93.483,-2.491,1.497,3.39
93.503,-4.597,-6.664,4.39
93.523,-9.486,-3.494,2.952
93.543,-2.195,-3.376,4.299
93.563,-3.053,-5.008,4.563
93.583,-5.616,-6.121,7.664
93.603,-6.556,-5.734,7.221
93.623,-0.954,-5.551,3.391
93.643,-1.574,-1.703,1.494
93.663,-2.485,-5.141,2.136
93.683,2.625,0.033,0.49
93.703,-3.084,-6.4,6.486
93.723,-3.203,-9.829,6.97
93.743,2.97,-7.292,3.32
93.763,1.218,-5.078,3.451
93.783,2.054,-4.76,0.702
93.803,-0.361,-7.939,1.319
93.823,0.233,-3.41,1.032
93.843,-0.632,-2.981,3.804
93.863,3.512,-4.935,0.185
93.883,6.557,-2.407,0.662
93.903,0.299,0.684,0.771
93.923,5.727,0.312,3.668
93.943,5.362,-0.996,-4.385
93.963,4.749,0.544,-5.037
93.983,6.273,3.746,-1.408
94.003,2.009,4.351,-2.162
94.023,6.182,4.99,-2.56
94.043,5.626,3.43,-4.36
94.063,6.047,-0.238,-2.508
94.083,5.082,-2.387,0.769
94.103,9.755,3.569,0.54
94.123,5.023,10.086,-1.014
94.143,2.987,3.301,-2.4
94.163,4.517,-0.524,-5.119
94.183,4.074,0.742,-3.565
94.203,2.562,7.122,-5.416
94.223,6.647,0.576,-2.117
94.243,5.251,1.977,-6.101
94.263,2.013,7.844,-0.912
94.283,3.905,6.809,-4.982
94.303,1.507,1.287,-5.433
94.323,2.064,6.65,-9.154
94.343,-1.312,3.383,-7.759
94.363,2.17,4.323,-1.015
94.383,1.032,-0.509,-6.411
94.403,-3.825,-0.833,-1.535
94.423,-1.013,-1.114,-6.038
94.443,0.721,1.988,-4.783
94.463,0.434,1.811,-5.866
94.483,-0.584,-6.375,-1.73
94.503,-3.547,-7.18,-2.351
94.523,-5.317,0.254,-2.498
94.543,-4.885,-0.881,-1.763
94.563,-4.939,0.759,-3.763
94.583,-3.328,-5.207,-1.729
94.603,-4.021,-5.072,-6.938
94.623,-0.897,-6.69,-3.695
94.643,-6.212,-4.727,4.773
94.663,-1.7,-5.361,3.676
94.683,-4.09,-9.882,-0.171
94.703,-3.867,-3.239,0.128
94.723,0.477,-3.425,1.05
94.743,-6.49,-5.676,-0.291
94.763,0.7,-4.126,-0.816
94.783,-6.507,-7.28,-0.512
94.803,-0.999,-3.737,0.15
94.823,-2.867,-6.061,1.08
94.843,-7.369,-4.072,3.842
94.863,-0.737,-1.219,5.288
94.883,-0.815,-2.605,3.716
94.903,-0.934,-1.265,4.098
94.923,-2.749,-6.513,4.514
94.943,-1.952,-2.221,1.08
94.963,-2.934,-1.925,9.174
94.983,-2.794,4.774,8.775
95.003,-1.501,-4.954,4.062
95.023,-1.929,0.931,4.187
95.043,1.414,1.059,4.076
95.063,3.101,6.272,5.327
95.083,2.477,3.651,6.002
95.103,4.707,0.867,3.233
95.123,2.312,1.907,4.094
95.143,6.149,5.541,5.701
95.163,4.8,5.45,3.349
95.183,-1.933,5.579,5.788
95.203,6.147,-0.982,5.127
95.223,0.996,1.661,2.388
95.243,7.638,8.252,5.861
95.263,4.765,2.908,-3.876
95.283,5.296,3.959,3.335
95.303,4.436,-0.712,8.501
95.323,6.699,-2.12,3.344
95.343,3.509,-2.023,6.591
95.363,5.263,3.099,-2.113
95.383,7.716,-0.608,6.913
95.403,6.412,4.305,1.174
95.423,-0.521,1.052,0.842
95.443,4.269,2.47,-4.075
95.463,7.582,0.852,-1.691
95.483,3.003,0.46,-1.009
95.503,3.701,-2.079,-3.26
95.523,1.669,-1.471,-0.177
95.543,3.707,-0.217,0.42
95.563,1.419,-0.729,-2.36
95.583,3.899,-2.593,-4.615
95.603,3.262,-7.619,-3.142
95.623,4.4,-7.575,-0.672
95.643,2.078,-2.374,-5.29
95.663,0.355,-2.242,-1.937
95.683,1.459,-8.725,-0.471
95.703,-2.892,-6.481,-3.66
95.723,1.98,-9.983,-0.715
95.743,0.092,-7.362,-4.983
95.763,-4.185,-7.943,-5.939
95.783,-4.708,0.71,-3.756
95.803,-3.165,-4.484,-3.051
95.823,-1.66,-5.869,-10.17
95.843,-4.396,-8.629,-10.064
95.863,-3.891,-9.666,-3.556
95.883,-6.988,-3.397,-0.277
95.903,-1.446,-2.893,-8.824
95.923,-3.853,-3.779,-5.753
95.943,-8.384,-1.423,-3.84
95.963,-2.8,-4.458,-6.568
95.983,-3.295,-1.868,-5.297
96.003,-7.466,-0.158,-4.749
96.023,-6.579,-0.635,-5.666
96.043,-2.476,3.217,-3.707
96.063,-3.038,5.106,0.447
96.083,-3.506,4.668,-5.254
96.103,-5.477,-1.006,-5.018
96.123,3.178,2.341,-5.603
96.143,-5.647,2.37,-9.05
96.163,-5.199,0.457,-4.944
96.183,1.479,2.753,-1.359
96.203,0.802,2.664,-3.638
96.223,-4.832,4.457,-1.684
96.243,0.84,1.603,-5.803
96.263,2.173,1.645,-2.687
96.283,0.465,6.14,1.455
96.303,2.815,2.144,-4.066
96.323,-1.948,3.063,0.515
96.343,0.354,2.583,-2.021
96.363,3.977,5.574,-0.359
96.383,0.399,3.848,1.249
96.403,5.957,4.142,2.748
96.423,4.115,-1.721,2.267
96.443,1.627,5.154,8.388
96.463,7.841,0.184,6.621
96.483,6.709,2.295,3.112
96.503,8.055,-7.44,2.531
96.523,6.275,1.922,-0.434
96.543,7.322,-2.477,8.622
96.563,5.687,1.508,7.54
96.583,4.048,0.731,3.592
96.603,6.568,-1.315,6.081
96.623,7.503,-0.773,8.159
96.643,6.521,-4.591,8.907
96.663,10.71,-3.811,3.241
96.683,5.758,-5.81,2.435
96.703,1.463,-5.241,7.165
96.723,5.34,-3.386,6.847
96.743,5.794,-3.498,5.442
96.763,6.73,-6.073,4.162
96.783,2.221,-3.957,3.928
96.803,0.974,-8.581,7.805
96.823,4.263,-9.501,6.165
96.843,2.031,-9.844,-0.745
96.863,2.334,-6.014,4.121
96.883,3.212,-6.029,1.896
96.903,1.53,-4.837,3.76
96.923,1.671,-5.154,3.519
96.943,-0.336,-6.577,-1.521
96.963,-1.361,-4.75,-1.54
96.983,0.37,-6.962,0.641
97.003,3.773,-0.015,5.294
97.023,-1.665,-2.282,-2.525
97.043,-2.346,-5.769,2.03
97.063,-4.756,0.849,2.685
97.083,-2.945,0.061,-5.924
97.103,0.753,-0.215,-0.012
97.123,-3.98,-1.426,4.235
97.143,-7.57,-1.086,1.283
97.163,-5.056,-3.384,2.086
97.183,-8.702,3.427,1.126
97.203,-4.174,3.348,-7.184
97.223,-6.219,-2.697,-3.228
97.243,-1.899,7.254,-3.571
97.263,-4.094,1.355,-2.57
97.283,-3.481,4.58,-6.132
97.303,-4.486,3.581,-4.993
97.323,-6.149,4.175,-1.858
97.343,-1.31,3.313,-4.408
97.363,-2.23,5.844,-1.431
97.383,-8.509,4.638,-4.354
97.403,-3.014,1.506,-5.314
97.423,-1.685,-0.286,-2.389
97.443,-9.456,2.505,-9.241
97.463,-1.887,4.084,-1.952
97.483,-0.388,-0.099,-4.507
97.503,1.398,3.228,-3.539
97.523,2.928,1.033,-9.013
97.543,1.85,-1.228,-6.704
97.563,2.759,2.805,-1.32
97.583,-5.559,0.684,-7.79
97.603,1.428,-0.46,-3.08
97.623,5.694,-4.277,-5.094
97.643,1.567,0.333,-1.513
97.663,3.692,-4.957,-1.236
97.683,3.546,-3.823,-6.098
97.703,2.054,-5.391,-1.52
97.723,0.722,-5.883,-5.535
97.743,6.144,-4.76,0.218
97.763,2.811,-7.042,3.288
97.783,6.777,-5.332,-4.267
97.803,1.181,-8.794,-0.091
97.823,7.717,-8.533,-1.79
97.843,4.135,-6.746,0.472
97.863,4.338,-6.015,-0.865
97.883,5.063,-7.799,1.685
97.903,1.58,-3.718,2.195
97.923,5.634,-5.736,4.595
97.943,7.124,-8.058,5.573
97.963,5.685,-4.266,-1.201
97.983,6.349,-1.679,1.194
98.003,5.006,-5.694,2.752
98.023,7.37,-5.145,-0.106
98.043,-1.714,-1.261,2.583
98.063,-0.785,-1.029,4.105
98.083,3.751,-2.851,-0.083
98.103,4.751,-2.938,8.652
98.123,6.107,-4.904,6.593
98.143,-2.631,0.007,1.676
98.163,2.079,2.202,7.869
98.183,2.459,-3.338,6.155
98.203,2.2,2.391,2.298
98.223,-3.524,-1.682,3.645
98.243,1.884,5.312,2.114
98.263,-1.459,1.885,3.63
98.283,-3.115,2.659,6.676
98.303,-1.978,1.194,3.524
98.323,-3.566,0.011,4.768
98.343,-4.179,1.067,5.139
98.363,-4.611,0.603,6.692
98.383,-3.477,5.221,4.458
98.403,-2.145,3.816,8.465
98.423,-5.077,4.22,5.15
98.443,-7.379,3.632,2.729
98.463,-6.663,6.423,1.338
98.483,-2.363,1.122,0.637
98.503,-8.076,3.906,2.407
98.523,-6.628,-0.272,2.231
98.543,-5.077,1.45,0.771
98.563,-3.874,0.253,-1.483
98.583,-6.793,-1.722,-0.856
98.603,-0.963,6.452,-1.055
98.623,0.657,0.968,0.621
98.643,-1.141,-5.524,5.262
98.663,0.003,-4.593,0.504
98.683,-3.345,-0.081,-1.167
98.703,-4.944,0.823,0.144
98.723,0.245,-4.261,-4.285
98.743,0.395,-4.127,-2.572
98.763,-0.812,-0.506,0.446
98.783,0.119,-9.261,0.651
98.803,0.729,-7.438,-1.807
98.823,1.025,-5.547,-8.014
98.843,2.71,-3.32,-4.614
98.863,-2.42,-6.092,-7.901
98.883,1.925,-5.495,-3.845
98.903,3.067,-5.475,-6.046
98.923,1.557,-5.938,-3.263
98.943,6.547,-7.857,-4.068
98.963,2.538,-8.798,-1.997
98.983,1.782,-6.789,-2.757
99.003,4.984,-5.304,-2.612
99.023,3.468,-4.319,-7.35
99.043,6.079,-5.118,-7.839
99.063,2.58,-8.828,-6.9
99.083,4.599,-9.165,-9.4
99.103,7.915,-9.066,-5.711
99.123,6.197,-1.064,-6.759
99.143,9.147,2.765,-2.241
99.163,8.605,0.919,-6.426
99.183,4.153,-5.883,-5.123
99.203,3.748,-1.459,-4.785
99.223,4.897,2.534,-1.001
99.243,6.829,4.755,-8.264
99.263,1.668,1.22,-1.751
99.283,5.283,3.941,-0.572
99.303,3.06,1.804,-1.397
99.323,0.303,7.828,-2.734
99.343,3.548,0.642,-0.735
99.363,1.455,5.372,-2.559
99.383,3.11,-0.259,-2.022
99.403,2.252,2.844,-1.632
99.423,-2.988,4.892,-0.695
99.443,-4.27,5.935,-3.082
99.463,-8.764,4.029,-0.635
99.483,3.471,9.818,0.396
99.503,-0.355,2.738,-0.346
99.523,-0.734,1.637,0.297
99.543,-5.885,2.829,-1.139
99.563,-3.701,3.017,1.196
99.583,-6.95,-3.551,2.727
99.603,-3.705,1.347,4.247
99.623,-4.052,5.689,3.863
99.643,-5.379,1.335,-0.624
99.663,-3.231,0.168,2.71
99.683,-4.132,0.351,4.196
99.703,-4.63,-3.364,6.322
99.723,-4.639,-0.517,2.021
99.743,-5.017,1.008,8.427
99.763,-5.353,-0.124,2.725
99.783,-3.838,-4.682,5.302
99.803,-4.903,-6.495,6.001
99.823,-9.453,-7.063,2.962
99.843,-5.219,-6.166,7.968
99.863,-6.175,-2.589,0.495
99.883,-5.105,-4.177,8.803
99.903,-2.722,-5.888,3.776
99.923,-1.788,-9.525,-0.402
99.943,-6.064,-2.184,2.345
99.963,-4.188,-1.899,1.143
99.983,1.822,-2.214,5.273
100.003,-0.472,-4.564,0.777
100.023,0.334,-4.632,1.814
100.043,-1.04,-3.609,5.882
100.063,2.85,-7.468,2.029
100.083,2.194,-6.431,3.543
100.103,5.823,-2.655,5.432
100.123,1.657,-0.435,0.218
100.143,5.501,-8.982,0.882
100.163,0.359,-3.013,0.387
100.183,3.958,-0.812,-1.749
100.203,3.666,0.544,-3.087
100.223,4.169,0.536,-0.258
100.243,-0.057,-0.337,3.476
100.263,2.556,-4.943,1.339
100.283,7.6,-2.82,-1.326
100.303,3.908,3.666,-5.551
100.323,4.425,-1.582,-1.622
100.343,2.174,4.897,-2.06
100.363,4.496,2.165,-1.445
100.383,9.734,2.776,-3.514
100.403,7.271,2.691,-0.427
100.423,4.795,5.512,-3.177
100.443,7.532,1.977,-5.749
100.463,2.953,1.416,-4.195
100.483,1.829,6.218,-7.073
100.503,2.841,2.865,-6.222
100.523,7.675,4.656,-7.495
100.543,2.508,5.931,-7.229
100.563,2.83,1.737,-2.143
100.583,5.75,4.312,-6.159
100.603,2.06,6.598,-4.889
100.623,1.101,0.276,-1.768
100.643,-3.027,-1.374,-5.571
100.663,1.503,0.403,-9.032
100.683,3.439,-3.526,-2.998
100.703,0.001,2.942,-3.24
100.723,1.636,-0.519,-1.411
100.743,-1.223,-3.666,-6.58
100.763,1.492,-0.426,-7.369
100.783,-4.998,-4.719,-5.129
100.803,-1.092,-7.842,-6.966
100.823,-4.607,-3.267,-3.764
100.843,-3.591,-3.821,-3.139
100.863,-5.199,-7.435,-5.696
100.883,-0.744,-7.683,-4.005
100.903,-5.073,-8.339,-3.416
100.923,-6.21,-2.356,-2.989
100.943,0.213,-2.085,0.98
100.963,-7.018,-7.284,0.264
100.983,-4.906,-6.872,-2.343
101.003,-4.034,-8.69,-3.615
101.023,-1.587,-4.081,-7.834
101.043,-4.729,-5.146,1.533
101.063,-7.234,-8.001,4.648
101.083,-3.443,-2.997,-0.188
101.103,-6.456,-1.734,1.869
101.123,-7.317,-5.263,0.966
101.143,-6.084,-2.951,1.6
101.163,-0.48,-3.961,2.955
101.183,-0.691,-4.333,2.255
101.203,1.913,-1.697,3.666
101.223,-5.926,3.134,4.599
101.243,-3.031,-2.117,4.925
101.263,0.247,0.186,7.313
101.283,0.053,0.87,1.769
101.303,-2.047,-1.692,3.769
101.323,-1.945,-0.908,4.23
101.343,2.79,3.094,0.793
101.363,0.237,5.19,6.867
101.383,4.287,7.556,7.006
101.403,0.404,5.736,8.712
101.423,2.341,2.004,7.827
101.443,3.346,4.571,5.026
101.463,2.141,3.438,2.983
101.483,3.056,1.227,4.526
101.503,2.204,2.962,4.747
101.523,2.173,4.178,3.521
101.543,5.046,7.474,6.627
101.563,5.542,5.272,7.513
101.583,3.096,1.767,4.616
101.603,4.879,5.624,0.052
101.623,7.171,7.444,1.756
101.643,2.647,3.578,2.851
101.663,5.146,3.342,6.553
101.683,6.768,0.498,-0.064
101.703,5.904,1.82,1.095
101.723,3.374,-0.674,2.68
101.743,2.728,-0.689,3.242
101.763,2.152,0.663,-0.512
101.783,10.73,-0.507,-3.406
101.803,2.786,-0.698,-0.874
101.823,2.651,-1.687,-6.696
101.843,-0.331,-5.546,-1.416
101.863,6.725,0.157,-6.888
101.883,0.06,-4.892,-1.927
101.903,-0.759,-6.233,-3.54
101.923,2.058,-7.758,-3.34
101.943,-3.615,-4.86,-2.987
101.963,-2.355,-10.755,3.726
101.983,0.955,-11.888,-7.461
102.003,0.039,-1.268,-0.641
102.023,-2.335,-9.154,-6.164
102.043,-3.462,-8.005,-5.542
102.063,-3.528,-7.08,-5.642
102.083,-4.43,-5.446,-6.36
102.103,-9.959,-5.437,-4.846
102.123,-2.347,-5.585,-2.997
102.143,-4.45,-11.241,-8.224
102.163,-1.435,-1.156,-7.359
102.183,-3.184,-6.337,-6.173
102.203,-2.764,-1.358,-5.059
102.223,-5.225,-6.919,-4.187
102.243,-1.618,-0.736,0.101
102.263,-8.866,-3.044,-2.108
102.283,-2.014,-2.815,-2.836
102.303,-1.48,0.113,-9.036
102.323,-8.038,1.601,-4.235
102.343,-4.256,0.588,-0.89
102.363,-6.077,1.1,0.139
102.383,-6.165,3.712,-4.952
102.403,-1.554,-1.3,-5.876
102.423,-3.262,5.06,-4.369
102.443,-3.686,7.028,1.214
102.463,-1.831,0.865,-2.392
102.483,-4.174,-1.386,-2.039
102.503,-1.205,6.801,-4.529
102.523,-1.59,-0.602,-1.244
102.543,3.246,1.003,3.291
102.563,1.522,-0.897,1.636
102.583,-0.872,4.418,-0.874
102.603,-2.456,0.745,-6.029
102.623,1.581,4.563,1.004
102.643,1.169,6.003,1.635
102.663,3.664,4.617,-1.013
